service_date,day_type,bus,rail_boardings,total_rides
05/29/2013,W,1014424,715430,1729854
05/17/2002,W,991682,583205,1574887
02/02/2009,W,1062276,628819,1691095
06/10/2020,W,258523,101685,360208
12/13/2015,U,383666,344084,727750
11/15/2009,U,460225,274484,734709
12/21/2011,W,948139,649395,1597534
12/21/2009,W,848265,548679,1396944
08/28/2018,W,751236,764285,1515521
10/14/2010,W,1060257,750943,1811200
03/09/2010,W,1025242,665192,1690434
02/07/2008,W,1028104,633781,1661885
01/15/2015,W,899363,760336,1659699
07/10/2005,U,444647,239684,684331
04/04/2011,W,1021955,695709,1717664
07/16/2019,W,736299,746731,1483030
01/08/2019,W,784085,701693,1485778
12/21/2004,W,783801,508747,1292548
03/17/2019,U,337661,301294,638955
03/24/2019,U,312958,279989,592947
10/08/2022,A,327134,300298,627432
04/28/2012,A,592513,425418,1017931
10/06/2010,W,1057375,730113,1787488
08/13/2008,W,973719,627548,1601267
04/26/2010,W,1014665,682134,1696799
09/05/2023,W,586167,409043,995210
10/21/2011,W,1072848,782981,1855829
07/22/2024,W,536657,384948,921605
05/14/2017,U,364734,313469,678203
04/17/2021,A,237265,155208,392473
11/11/2003,W,789039,542871,1331910
07/15/2022,W,385035,307877,692912
11/26/2009,U,329214,188829,518043
02/22/2007,W,1018598,631479,1650077
06/04/2004,W,1031015,619850,1650865
08/01/2009,A,712791,396785,1109576
06/27/2006,W,886147,642922,1529069
04/09/2024,W,593688,400628,994316
12/14/2016,W,734884,688959,1423843
07/03/2015,U,602599,612736,1215335
08/13/2022,A,295364,253835,549199
09/13/2001,W,1010171,607718,1617889
02/26/2023,U,246373,152718,399091
06/08/2023,W,493065,387473,880538
03/24/2015,W,904344,727888,1632232
02/23/2021,W,308822,157020,465842
10/18/2011,W,1054603,759917,1814520
06/13/2002,W,967153,596032,1563185
07/03/2020,U,272940,127079,400019
05/11/2023,W,533940,384804,918744
08/04/2023,W,493321,456039,949360
05/04/2023,W,542958,391265,934223
05/03/2014,A,632332,511129,1143461
04/08/2018,U,335409,283411,618820
06/12/2020,W,276051,113656,389707
01/28/2015,W,922297,763680,1685977
03/04/2014,W,953477,761357,1714834
06/21/2021,W,349781,237699,587480
12/19/2023,W,527927,342290,870217
09/11/2023,W,504742,356445,861187
06/23/2022,W,442860,345391,788251
12/02/2015,W,906715,792020,1698735
02/24/2021,W,307300,156793,464093
12/18/2013,W,900934,719652,1620586
09/14/2017,W,874356,838725,1713081
04/17/2014,W,864791,770728,1635519
12/09/2009,W,985064,649445,1634509
07/24/2020,W,318269,161024,479293
10/27/2002,U,413385,217556,630941
07/01/2010,W,997162,802022,1799184
03/09/2020,W,736013,647602,1383615
08/09/2019,W,720081,716084,1436165
12/25/2002,U,237547,96846,334393
01/07/2006,A,518237,280538,798775
06/15/2002,A,644968,318379,963347
04/01/2016,W,848592,767974,1616566
04/18/2014,W,814560,712086,1526646
10/02/2009,W,1094376,710954,1805330
08/01/2002,W,969159,607964,1577123
10/02/2004,A,682534,363581,1046115
11/28/2012,W,1030518,750417,1780935
07/31/2017,W,732690,707434,1440124
04/21/2020,W,219120,77886,297006
07/21/2018,A,469280,483657,952937
07/12/2013,W,928925,802562,1731487
10/05/2010,W,1062843,726247,1789090
05/20/2007,U,422463,233007,655470
03/10/2018,A,471143,394014,865157
12/27/2011,W,721508,498735,1220243
04/21/2014,W,876478,741631,1618109
03/27/2011,U,421290,276610,697900
09/26/2005,W,1050587,651165,1701752
09/10/2024,W,646216,451939,1098155
04/04/2002,W,995075,600930,1596005
12/08/2011,W,1023297,721739,1745036
12/11/2006,W,995926,609360,1605286
02/01/2022,W,438309,273732,712041
11/16/2011,W,1043071,758159,1801230
06/07/2019,W,797917,760907,1558824
09/24/2012,W,1067116,777711,1844827
03/29/2017,W,837430,745915,1583345
04/30/2021,W,358329,207166,565495
11/03/2008,W,1178414,690751,1869165
07/04/2004,U,446583,324563,771146
12/06/2012,W,1030407,751285,1781692
03/02/2008,U,465660,229531,695191
10/03/2015,A,571153,488574,1059727
03/07/2009,A,564839,319673,884512
02/04/2014,W,946438,759960,1706398
07/27/2001,W,933625,634484,1568109
01/09/2007,W,978577,598746,1577323
07/04/2011,U,502623,375468,878091
07/06/2017,W,755516,784948,1540464
07/13/2007,W,956346,676306,1632652
12/20/2023,W,540890,343581,884471
01/31/2006,W,995530,634459,1629989
11/01/2003,A,606945,309648,916593
01/29/2023,U,199420,144673,344093
04/28/2014,W,884033,735132,1619165
05/04/2010,W,1047595,687646,1735241
09/10/2019,W,856513,769458,1625971
10/01/2011,A,701783,480889,1182672
04/27/2010,W,1022698,697232,1719930
08/18/2019,U,330848,289890,620738
06/15/2009,W,969271,636444,1605715
02/26/2021,W,309217,164565,473782
05/17/2008,A,749048,350884,1099932
04/25/2015,A,496407,435893,932300
02/14/2019,W,824482,746611,1571093
02/08/2002,W,1027036,594502,1621538
01/15/2007,W,604564,389675,994239
06/23/2012,A,676430,492238,1168668
07/29/2020,W,305332,152279,457611
04/21/2024,U,307107,203722,510829
10/13/2021,W,456836,323735,780571
10/04/2018,W,875646,845234,1720880
08/10/2003,U,418764,244876,663640
05/15/2002,W,1015551,600667,1616218
09/02/2002,U,381482,201136,582618
04/27/2018,W,812960,752386,1565346
09/03/2004,W,975876,588503,1564379
12/17/2003,W,925481,573820,1499301
10/26/2020,W,294204,155238,449442
12/11/2003,W,936467,591327,1527794
11/06/2024,W,631969,427995,1059964
06/24/2020,W,286680,133015,419695
04/06/2016,W,851050,763128,1614178
12/13/2022,W,488778,350345,839123
11/20/2005,U,424683,243191,667874
01/11/2016,W,753006,694734,1447740
11/06/2021,A,279147,235533,514680
09/28/2012,W,1080818,803271,1884089
12/06/2003,A,587823,326475,914298
04/26/2020,U,145023,47350,192373
12/13/2007,W,1039827,615948,1655775
04/08/2017,A,508239,452426,960665
07/16/2005,A,640959,397796,1038755
06/28/2014,A,574082,524253,1098335
07/30/2002,W,934322,614162,1548484
12/24/2007,W,531176,252649,783825
08/08/2012,W,937937,714729,1652666
06/24/2003,W,928442,620552,1548994
03/19/2021,W,330666,178106,508772
03/26/2019,W,794453,688849,1483302
03/14/2018,W,834401,747391,1581792
10/19/2024,A,425987,354109,780096
09/09/2009,W,1097851,711047,1808898
01/16/2002,W,955758,608009,1563767
09/03/2019,W,821674,738399,1560073
03/04/2015,W,928771,750369,1679140
10/25/2010,W,1030602,710784,1741386
10/17/2007,W,1096384,668523,1764907
07/31/2012,W,927014,719885,1646899
12/04/2023,W,537917,337666,875583
06/26/2016,U,380689,453679,834368
03/13/2012,W,1071861,744918,1816779
10/06/2005,W,1084528,679966,1764494
10/24/2020,A,239353,132006,371359
01/02/2003,W,757781,484840,1242621
01/21/2011,W,853208,598356,1451564
05/10/2006,W,1007923,648361,1656284
02/16/2018,W,803410,725091,1528501
02/08/2017,W,841278,737535,1578813
03/25/2001,U,348817,170742,519559
11/21/2015,A,429624,469943,899567
03/30/2023,W,517477,388264,905741
11/07/2018,W,841086,783160,1624246
05/06/2010,W,1030345,690306,1720651
03/11/2019,W,784354,697758,1482112
10/13/2003,W,780132,547856,1327988
11/03/2022,W,540308,389939,930247
06/14/2003,A,626911,320029,946940
11/14/2003,W,964479,632553,1597032
12/15/2001,A,623138,319051,942189
12/09/2018,U,346457,291673,638130
09/13/2010,W,1064113,722939,1787052
02/02/2016,W,833911,739247,1573158
09/15/2011,W,1078395,780369,1858764
01/23/2010,A,636107,355143,991250
07/23/2020,W,315401,156970,472371
03/05/2004,W,939138,575845,1514983
10/25/2002,W,1022926,632981,1655907
11/20/2010,A,640618,545276,1185894
04/02/2007,W,936869,574727,1511596
01/28/2007,U,345116,199255,544371
11/04/2016,W,798901,1146516,1945417
03/01/2024,W,569569,335736,905305
05/14/2007,W,1017451,586905,1604356
08/22/2015,A,582295,519930,1102225
10/11/2011,W,1073195,770542,1843737
07/15/2016,W,769172,804635,1573807
07/24/2004,A,586037,319483,905520
10/12/2003,U,411927,351185,763112
01/18/2014,A,480918,418986,899904
03/30/2012,W,1001257,709407,1710664
06/08/2022,W,454093,328980,783073
03/17/2007,A,622487,432315,1054802
09/19/2023,W,555949,432367,988316
12/21/2006,W,924778,564199,1488977
12/29/2020,W,253437,128558,381995
02/09/2002,A,650477,296011,946488
05/12/2017,W,824305,745485,1569790
12/02/2024,W,554092,349175,903267
04/27/2006,W,955057,644011,1599068
03/07/2010,U,418097,257932,676029
12/25/2009,U,249347,121545,370892
01/21/2008,W,611887,382753,994640
02/17/2005,W,981996,593476,1575472
12/23/2018,U,330462,260130,590592
11/25/2009,W,997101,612769,1609870
08/31/2002,A,666152,345777,1011929
02/04/2006,A,587568,317239,904807
10/31/2007,W,1036100,646598,1682698
08/02/2004,W,882460,544308,1426768
07/15/2021,W,374072,261351,635423
08/02/2008,A,764749,502705,1267454
03/26/2023,U,222855,179536,402391
02/25/2012,A,630649,417134,1047783
05/23/2007,W,1028065,623366,1651431
07/12/2015,U,457477,468153,925630
11/27/2014,U,285946,233318,519264
10/27/2018,A,492859,435508,928367
01/08/2004,W,903950,556891,1460841
10/31/2001,W,978585,628587,1607172
08/04/2010,W,880047,663305,1543352
02/04/2009,W,1026435,631042,1657477
12/08/2013,U,356936,322820,679756
12/19/2017,W,812618,697684,1510302
05/09/2014,W,921741,762641,1684382
10/21/2007,U,499779,243884,743663
06/10/2015,W,915049,801607,1716656
06/21/2019,W,741691,748258,1489949
08/16/2018,W,720279,712077,1432356
11/19/2013,W,972260,790434,1762694
07/28/2011,W,916275,689617,1605892
03/09/2021,W,327340,164868,492208
10/15/2001,W,1037513,627937,1665450
12/11/2007,W,1002470,605203,1607673
06/15/2020,W,294517,111956,406473
12/30/2012,U,405207,291423,696630
05/12/2015,W,904654,770185,1674839
03/25/2004,W,948790,577094,1525884
06/18/2013,W,975403,701224,1676627
08/13/2004,W,887566,591673,1479239
01/31/2008,W,961357,626504,1587861
04/03/2002,W,1007100,597081,1604181
01/22/2023,U,201809,140538,342347
05/19/2018,A,461266,408091,869357
05/05/2007,A,664729,360852,1025581
02/22/2011,W,1004067,692661,1696728
06/21/2006,W,859537,629433,1488970
08/05/2005,W,965152,603948,1569100
04/14/2015,W,946490,796083,1742573
07/31/2002,W,912632,603775,1516407
09/12/2018,W,865443,835997,1701440
10/31/2011,W,1027078,734500,1761578
09/17/2008,W,1172871,740575,1913446
08/09/2006,W,909623,641076,1550699
11/12/2014,W,911664,797730,1709394
05/20/2014,W,922226,781529,1703755
02/07/2004,A,553301,281792,835093
03/03/2010,W,1062280,674355,1736635
10/09/2003,W,1011003,650911,1661914
10/26/2014,U,410811,362143,772954
09/20/2019,W,830757,803291,1634048
11/22/2018,U,244365,196549,440914
07/23/2011,A,641738,478455,1120193
12/16/2003,W,926650,576496,1503146
11/29/2002,W,676405,367260,1043665
08/19/2002,W,847798,545503,1393301
07/19/2022,W,453338,335621,788959
08/14/2014,W,810388,770920,1581308
09/22/2017,W,854042,781053,1635095
01/01/2018,U,199845,195520,395365
02/16/2015,W,652807,547767,1200574
10/11/2009,U,436381,428201,864582
11/16/2002,A,600110,314114,914224
04/07/2022,W,468788,346853,815641
02/05/2020,W,802795,707772,1510567
03/15/2024,W,566639,386514,953153
03/11/2009,W,1058738,649963,1708701
05/29/2017,U,375171,336441,711612
05/08/2008,W,1112033,655364,1767397
12/22/2018,A,442692,339426,782118
06/22/2023,W,486237,402155,888392
12/14/2007,W,1045488,611182,1656670
01/08/2009,W,1000931,606524,1607455
04/17/2006,W,964793,623255,1588048
12/30/2020,W,244219,126447,370666
01/16/2012,W,639506,459803,1099309
01/25/2017,W,831467,743587,1575054
06/24/2016,W,762562,781653,1544215
07/29/2018,U,374591,354824,729415
01/04/2006,W,759600,543243,1302843
03/01/2013,W,1030897,726385,1757282
11/16/2012,W,1057000,791412,1848412
03/31/2012,A,646169,440893,1087062
09/13/2004,W,1042442,636868,1679310
11/23/2022,W,398091,275787,673878
10/31/2005,W,1000931,636744,1637675
05/13/2016,W,852594,787476,1640070
11/18/2012,U,472178,336771,808949
03/06/2011,U,428668,275314,703982
01/26/2006,W,988382,643068,1631450
01/28/2005,W,857968,554367,1412335
07/15/2023,A,359874,287408,647282
03/27/2005,U,392111,172199,564310
09/08/2019,U,344385,310823,655208
11/24/2022,U,160200,111986,272186
10/13/2009,W,1102805,706201,1809006
05/06/2001,U,417760,206450,624210
07/19/2024,W,536479,407254,943733
04/03/2021,A,258780,150786,409566
02/22/2009,U,422899,231506,654405
03/10/2004,W,973415,601851,1575266
10/10/2023,W,601129,443465,1044594
09/11/2019,W,848169,777407,1625576
03/20/2011,U,397653,263022,660675
06/08/2012,W,1023786,802823,1826609
11/15/2024,W,603141,397040,1000181
09/19/2022,W,495344,350160,845504
12/15/2016,W,617119,624213,1241332
02/01/2011,W,814985,640223,1455208
07/31/2005,U,446615,261208,707823
08/15/2001,W,878793,584203,1462996
03/17/2024,U,281004,206731,487735
02/05/2003,W,961776,585552,1547328
09/23/2001,U,361048,190813,551861
09/01/2001,A,639977,319699,959676
02/26/2017,U,350829,287405,638234
02/22/2008,W,1021900,610589,1632489
04/23/2002,W,1021788,620463,1642251
08/21/2022,U,235253,221628,456881
08/19/2021,W,390171,274749,664920
04/15/2006,A,592251,323845,916096
07/07/2020,W,300508,147310,447818
01/20/2024,A,301556,191705,493261
04/25/2021,U,175558,113050,288608
01/30/2006,W,966708,614814,1581522
01/25/2023,W,462648,337076,799724
10/23/2004,A,596052,313794,909846
07/19/2019,W,700392,721558,1421950
11/04/2001,U,443453,222988,666441
02/18/2008,W,715974,456610,1172584
08/09/2002,W,968109,592938,1561047
04/18/2010,U,443588,309798,753386
06/02/2003,W,978201,583126,1561327
03/28/2008,W,1053516,604448,1657964
11/29/2016,W,871577,771348,1642925
03/09/2007,W,1021269,616768,1638037
11/18/2021,W,413008,315161,728169
10/05/2016,W,915987,815309,1731296
07/04/2016,U,393858,410925,804783
12/26/2015,A,387357,292832,680189
09/08/2010,W,1078904,744212,1823116
04/13/2021,W,335197,179135,514332
06/23/2016,W,757817,760840,1518657
01/10/2024,W,548560,369768,918328
06/12/2014,W,880810,779426,1660236
06/02/2023,W,514354,386122,900476
12/22/2009,W,818602,546637,1365239
05/01/2001,W,1067496,632996,1700492
12/26/2018,W,515030,411993,927023
11/24/2002,U,393321,202257,595578
06/23/2019,U,372216,314345,686561
08/31/2024,A,428266,353476,781742
02/07/2016,U,377642,301141,678783
11/27/2018,W,788682,742355,1531037
06/18/2015,W,867529,914768,1782297
07/23/2013,W,919858,720357,1640215
03/09/2001,W,1038368,606672,1645040
10/21/2010,W,1053153,747116,1800269
01/23/2024,W,521585,369664,891249
07/10/2020,W,312226,155529,467755
02/12/2023,U,228971,139964,368935
11/11/2022,W,458476,329637,788113
01/08/2022,A,190569,133844,324413
11/18/2002,W,1018831,619368,1638199
06/14/2020,U,165299,66384,231683
08/07/2015,W,831076,798253,1629329
12/22/2010,W,786757,558711,1345468
05/06/2003,W,1007795,626276,1634071
11/11/2024,W,556273,358572,914845
06/01/2008,U,566162,279274,845436
12/09/2024,W,585535,364276,949811
03/11/2005,W,994830,587513,1582343
11/27/2015,W,443089,410220,853309
01/23/2007,W,1011645,629993,1641638
06/18/2007,W,898272,590320,1488592
07/26/2003,A,584819,312502,897321
12/02/2020,W,289930,137598,427528
04/25/2020,A,156179,51764,207943
08/17/2006,W,874196,628756,1502952
10/16/2006,W,1011001,668480,1679481
01/17/2013,W,1003351,730830,1734181
10/20/2012,A,696516,512403,1208919
01/08/2020,W,744261,665227,1409488
08/16/2012,W,894461,689521,1583982
03/06/2017,W,823084,703811,1526895
10/22/2019,W,772142,750644,1522786
11/07/2022,W,502205,345095,847300
01/07/2002,W,953807,568929,1522736
10/26/2023,W,535013,412606,947619
12/07/2018,W,785144,731440,1516584
05/09/2007,W,1061512,645132,1706644
12/13/2013,W,930494,760860,1691354
12/04/2015,W,930083,815301,1745384
07/01/2024,W,556122,362056,918178
07/21/2016,W,737845,753156,1491001
02/07/2023,W,512128,348998,861126
08/22/2014,W,816652,762365,1579017
10/05/2006,W,1060282,698851,1759133
11/25/2003,W,945699,602970,1548669
05/02/2019,W,787163,728705,1515868
03/20/2007,W,1031451,620644,1652095
08/14/2015,W,813718,760558,1574276
10/03/2022,W,522157,347552,869709
10/01/2007,W,1088750,652510,1741260
09/27/2022,W,527776,392549,920325
08/14/2017,W,722238,716772,1439010
10/30/2014,W,951547,830872,1782419
09/05/2004,U,465576,257995,723571
07/13/2016,W,762764,742502,1505266
07/06/2011,W,961177,711577,1672754
01/18/2016,W,439597,405686,845283
05/01/2014,W,985012,788162,1773174
06/29/2023,W,470303,393963,864266
03/31/2024,U,251600,158867,410467
12/19/2015,A,506208,423960,930168
06/05/2009,W,1074738,656345,1731083
02/05/2006,U,390808,211645,602453
07/22/2005,W,945311,614666,1559977
06/22/2011,W,906400,695241,1601641
03/06/2013,W,1000963,703897,1704860
10/29/2019,W,781400,752054,1533454
05/08/2001,W,1044379,621604,1665983
09/24/2006,U,420423,259500,679923
10/09/2002,W,1064324,648974,1713298
08/03/2014,U,420667,441136,861803
04/15/2012,U,443006,320025,763031
04/08/2023,A,333736,244038,577774
03/23/2010,W,1012454,638684,1651138
03/29/2009,U,360851,229406,590257
07/16/2021,W,379552,280527,660079
05/25/2014,U,450296,403930,854226
04/23/2014,W,911681,793484,1705165
12/11/2022,U,217920,181270,399190
11/23/2014,U,380928,340202,721130
08/24/2002,A,625725,308392,934117
06/07/2021,W,343982,202767,546749
12/11/2016,U,309743,291688,601431
12/15/2003,W,936119,568654,1504773
09/03/2005,A,699122,377507,1076629
11/28/2007,W,1030447,627268,1657715
02/28/2005,W,943655,578722,1522377
12/14/2015,W,849106,728299,1577405
04/25/2008,W,1054844,629468,1684312
04/29/2004,W,909979,580209,1490188
07/15/2017,A,511540,495618,1007158
10/27/2014,W,940038,792398,1732436
10/05/2013,A,606526,457086,1063612
02/17/2012,W,1058544,731415,1789959
05/02/2015,A,629640,548837,1178477
08/20/2003,W,838351,567116,1405467
02/01/2021,W,285366,145356,430722
06/03/2005,W,1049697,616170,1665867
03/13/2017,W,761376,703982,1465358
08/19/2013,W,859701,671949,1531650
01/19/2021,W,270497,137227,407724
09/10/2004,W,1053387,651710,1705097
03/21/2008,W,767583,493573,1261156
05/12/2010,W,987926,682843,1670769
05/15/2009,W,985291,650805,1636096
05/27/2011,W,1005068,695755,1700823
02/18/2021,W,283168,155250,438418
04/19/2014,A,568016,476147,1044163
12/20/2010,W,791684,573110,1364794
06/13/2023,W,450859,375000,825859
04/21/2007,A,672236,371504,1043740
05/27/2021,W,334991,208682,543673
12/08/2001,A,620074,315639,935713
05/07/2005,A,613000,341551,954551
03/09/2016,W,882030,768961,1650991
01/15/2018,W,463868,419604,883472
09/22/2024,U,271129,219586,490715
11/22/2005,W,1012669,637432,1650101
05/26/2015,W,878946,743291,1622237
08/10/2005,W,913900,605306,1519206
05/10/2018,W,838748,762718,1601466
08/27/2004,W,878628,605790,1484418
10/09/2004,A,657042,363116,1020158
08/12/2006,A,652458,391862,1044320
06/28/2002,W,934562,650340,1584902
06/05/2003,W,991907,622481,1614388
10/27/2022,W,528826,395129,923955
03/30/2003,U,372071,191109,563180
09/25/2001,W,968563,638815,1607378
01/25/2012,W,1051823,734192,1786015
12/09/2011,W,1006182,726618,1732800
07/31/2015,W,834790,871817,1706607
12/08/2014,W,882998,734002,1617000
09/04/2022,U,229381,227410,456791
01/14/2009,W,905548,620646,1526194
11/22/2002,W,1030889,618981,1649870
03/30/2010,W,884276,625592,1509868
10/17/2002,W,1030300,645590,1675890
06/03/2023,A,371914,300646,672560
05/23/2005,W,997640,612963,1610603
11/07/2001,W,1033982,640396,1674378
10/21/2012,U,493474,354896,848370
10/26/2024,A,427475,296326,723801
05/24/2007,W,1009067,617536,1626603
03/24/2023,W,475520,306297,781817
05/05/2006,W,1023957,651798,1675755
01/16/2010,A,616904,348293,965197
03/30/2016,W,860700,750353,1611053
04/05/2020,U,118701,53173,171874
10/02/2013,W,1060370,771294,1831664
06/01/2004,W,988657,604744,1593401
01/07/2018,U,284438,226604,511042
08/16/2015,U,448872,420453,869325
02/07/2006,W,1008328,631742,1640070
12/24/2018,W,422369,279324,701693
11/07/2007,W,1010629,643227,1653856
04/21/2006,W,999808,659127,1658935
05/14/2019,W,808863,722423,1531286
02/17/2011,W,1046143,719471,1765614
12/08/2005,W,900776,651313,1552089
08/17/2020,W,304431,147684,452115
03/21/2017,W,835641,718304,1553945
05/05/2020,W,224885,77485,302370
07/21/2017,W,733117,762529,1495646
